symbol,name,date,current_price,market_cap,total_volume,label
btc,Bitcoin,15-12-2024,101367.01064553364,2007646386698.8667,57321924844.41535,1
btc,Bitcoin,14-12-2024,101352.22971292294,2005406021235.836,78802903278.85962,1
btc,Bitcoin,13-12-2024,100000.80836535196,1979166149963.309,100092043319.8122,1
btc,Bitcoin,12-12-2024,101123.61811033696,2001746436338.842,118484957960.76833,0
btc,Bitcoin,11-12-2024,96649.71446771533,1913115778728.284,125835977742.51114,1
btc,Bitcoin,10-12-2024,97353.94700820888,1926047690157.628,146846843211.51685,0
btc,Bitcoin,09-12-2024,101235.3717025316,2003238967638.8289,62677764785.05408,0
btc,Bitcoin,08-12-2024,99781.82999198174,1974739091620.7544,61061136199.7846,1
btc,Bitcoin,07-12-2024,99973.85150659826,1978389972043.795,115812632020.44765,0
btc,Bitcoin,06-12-2024,97201.5003640774,1920742551503.6091,190460293531.538,1
btc,Bitcoin,05-12-2024,98881.4694561823,1957276192604.2605,98230784298.0459,0
btc,Bitcoin,04-12-2024,96031.63097759832,1900922167493.3645,87935752287.975,1
btc,Bitcoin,03-12-2024,95833.1362300365,1896576914275.523,101019861361.49252,1
btc,Bitcoin,02-12-2024,97311.70719084324,1925808416477.5068,49147687432.565895,0
btc,Bitcoin,01-12-2024,96513.14234698223,1910022814269.8853,43580019720.72064,1
btc,Bitcoin,30-11-2024,97453.2473451042,1926826079390.244,74670031635.5065,0
btc,Bitcoin,29-11-2024,95661.59595817851,1892297852304.72,49067932024.40325,1
btc,Bitcoin,28-11-2024,95981.18057210564,1899088665519.225,81469353259.75,0
btc,Bitcoin,27-11-2024,91931.83077291829,1819990514406.088,97389239315.52954,1
btc,Bitcoin,26-11-2024,93004.70093103289,1838788677873.8655,89476321216.0935,0
btc,Bitcoin,25-11-2024,98015.9355289458,1939446484727.4285,50665680246.86775,0
btc,Bitcoin,24-11-2024,97679.46381643032,1931255637661.502,47414200206.70341,1
btc,Bitcoin,23-11-2024,98927.494945534,1958091000957.8345,85746174563.98602,0
btc,Bitcoin,22-11-2024,98509.11859102432,1948284556982.0488,118163852022.3175,1
btc,Bitcoin,21-11-2024,94217.02229634204,1862618759426.145,80747272080.24826,1
btc,Bitcoin,20-11-2024,92251.65240738312,1825195454018.501,80493234958.49161,1
btc,Bitcoin,19-11-2024,90534.62459650292,1790917617392.441,77391724184.19348,1
btc,Bitcoin,18-11-2024,89841.47194135105,1776887033229.9082,48556083101.64749,1
btc,Bitcoin,17-11-2024,90606.45489380708,1790415769635.493,49255174407.36877,0
btc,Bitcoin,16-11-2024,90947.97509443705,1799276211921.9302,84382485697.84985,0
btc,Bitcoin,15-11-2024,87407.51273710128,1726797438787.217,99649391847.0836,1
btc,Bitcoin,14-11-2024,90488.10007497849,1790737763695.3328,136046309843.60645,0
btc,Bitcoin,13-11-2024,88264.59974582895,1741113172482.1245,152356811694.44943,1
btc,Bitcoin,12-11-2024,88637.42000322911,1756619702929.0437,133959805308.72511,0
btc,Bitcoin,11-11-2024,80466.71654833542,1590846468754.067,93473126207.67863,1
btc,Bitcoin,10-11-2024,76630.22631415377,1519470275068.1016,31430906055.796104,1
btc,Bitcoin,09-11-2024,76550.0213845611,1514048743889.1255,50687468387.720375,1
btc,Bitcoin,08-11-2024,75987.24178320667,1502620808927.6982,66590396087.4524,1
btc,Bitcoin,07-11-2024,75620.88606963192,1496392703840.9058,128492534668.23853,1
btc,Bitcoin,06-11-2024,69335.42553133758,1370963795352.6948,40025021601.49395,1
btc,Bitcoin,05-11-2024,67793.29782704762,1340192510479.9568,46183110993.79166,1
btc,Bitcoin,04-11-2024,68803.50626277467,1362302032218.0198,37659435506.75704,0
btc,Bitcoin,03-11-2024,69299.16036699413,1370516856365.7996,14709379754.965973,0
btc,Bitcoin,02-11-2024,69507.92256395647,1374687306836.925,54863092261.31101,0
btc,Bitcoin,01-11-2024,70264.99735573279,1390195908292.932,45907074188.57015,0
btc,Bitcoin,31-10-2024,72342.62171127986,1431085552900.1963,43498144313.67304,0
btc,Bitcoin,30-10-2024,72781.11308158132,1439310420089.3665,65487782004.97014,0
btc,Bitcoin,29-10-2024,69845.304531169,1380874923096.4146,41990540384.96554,1
btc,Bitcoin,28-10-2024,67938.55412885673,1343350549900.1233,16533385730.434193,1
btc,Bitcoin,27-10-2024,67018.1650170265,1325192118637.2595,21169467789.89267,1
btc,Bitcoin,26-10-2024,66585.66535501445,1313975091942.221,48426924850.053406,1
btc,Bitcoin,25-10-2024,68214.05205157402,1347888109010.5889,35892606570.03549,0
btc,Bitcoin,24-10-2024,66683.96806542306,1318285437546.2786,32676918488.059,1
btc,Bitcoin,23-10-2024,67351.04793512498,1331426858508.4004,31398389967.38113,0
btc,Bitcoin,22-10-2024,67394.85775735618,1332326858574.4448,40485496091.95008,0
btc,Bitcoin,21-10-2024,68962.82918045693,1362381684459.9053,17253863432.786995,0
btc,Bitcoin,20-10-2024,68388.87128965274,1351942347611.1997,14110889435.452633,1
btc,Bitcoin,19-10-2024,68465.61920668735,1353541799303.4875,39984956633.22804,0
btc,Bitcoin,18-10-2024,67328.10527002988,1330387728623.8188,34512072357.92087,1
btc,Bitcoin,17-10-2024,67647.54414766871,1337304399194.887,40640495380.19594,0
btc,Bitcoin,16-10-2024,66962.21994496793,1323774576161.621,51797932876.82809,1
btc,Bitcoin,15-10-2024,66049.99492708022,1306085613997.8015,46553796134.14602,1
btc,Bitcoin,14-10-2024,62829.533686088886,1241241970951.0295,16784552979.060465,1
btc,Bitcoin,13-10-2024,63207.77062127557,1249002272717.2275,17665963646.417107,0
btc,Bitcoin,12-10-2024,62392.34048293159,1233357176570.333,32008659336.482643,1
btc,Bitcoin,11-10-2024,60195.18073772453,1189691671375.1472,29481971885.649742,1
btc,Bitcoin,10-10-2024,60597.15045618275,1197736450280.4102,28530748117.898792,0
btc,Bitcoin,09-10-2024,62185.230423727575,1229717180592.4397,28626429276.55382,0
btc,Bitcoin,08-10-2024,62287.39010510681,1231091696620.0957,33878876147.30253,0
btc,Bitcoin,07-10-2024,62811.79972811266,1241834324867.657,14592422860.685436,0
btc,Bitcoin,06-10-2024,62091.932585194016,1226761949791.163,11095453162.990671,1
btc,Bitcoin,05-10-2024,62103.01047283253,1226663492771.043,30349059838.684574,0
btc,Bitcoin,04-10-2024,60727.86395169296,1200491237695.5154,37711138441.76231,1
btc,Bitcoin,03-10-2024,60655.55979196848,1198652098493.4895,41870731291.86736,1
btc,Bitcoin,02-10-2024,60872.66854372554,1202927109017.5488,54251488433.95029,0
btc,Bitcoin,01-10-2024,63243.27532464382,1249577803402.171,35124446789.27111,0
btc,Bitcoin,30-09-2024,65663.68986662335,1297825615076.3352,12948707838.93838,0
btc,Bitcoin,29-09-2024,65934.10709441357,1303217687717.8518,15342911002.84781,0
btc,Bitcoin,28-09-2024,65791.00212541742,1299708226182.0725,32664917503.931107,1
btc,Bitcoin,27-09-2024,65130.76884023231,1287151352432.846,37995568903.94455,1
btc,Bitcoin,26-09-2024,63151.89959401337,1245721254991.302,26087643765.748165,1
btc,Bitcoin,25-09-2024,64334.14274876097,1271183646356.5713,31490984593.70592,0
btc,Bitcoin,24-09-2024,63327.02654450202,1251095079247.0432,23998847798.757656,1
btc,Bitcoin,23-09-2024,63582.59956924825,1255899286380.1958,20349365412.816723,0
btc,Bitcoin,22-09-2024,63403.40234925936,1254104417392.48,12938083115.659332,1
btc,Bitcoin,21-09-2024,63128.224540748255,1246475981189.1353,35587830476.533394,1
btc,Bitcoin,20-09-2024,62966.52931910512,1243871590271.493,41959080716.28771,1
btc,Bitcoin,19-09-2024,61440.41208494509,1211837853548.9265,40445339415.1129,1
btc,Bitcoin,18-09-2024,60317.0319794625,1191818552363.611,34191170117.78261,1
btc,Bitcoin,17-09-2024,58211.123231286256,1150499194409.9338,32196570894.402115,1
btc,Bitcoin,16-09-2024,59214.80226801806,1169677517083.0613,17289597542.866756,0
btc,Bitcoin,15-09-2024,60003.29940083042,1185255944124.8464,15800120841.166773,0
btc,Bitcoin,14-09-2024,60620.62747295754,1197832322916.0117,31919740723.76027,0
btc,Bitcoin,13-09-2024,58106.95122981528,1148469900814.253,34177859933.02337,1
btc,Bitcoin,12-09-2024,57381.76444500048,1134292554478.847,37765652735.2964,1
btc,Bitcoin,11-09-2024,57624.16178336144,1137928777838.5286,29676093302.30697,0
btc,Bitcoin,10-09-2024,57049.11875114327,1126840069631.8132,35655419448.07046,1
btc,Bitcoin,09-09-2024,54792.40755768575,1085390277573.522,18644823662.23431,1
btc,Bitcoin,08-09-2024,54150.9383589072,1068954727890.204,17048448412.007126,1
btc,Bitcoin,07-09-2024,53923.35611071905,1065462041080.5197,50260816556.81667,1
btc,Bitcoin,06-09-2024,56132.4047320886,1109212553022.4158,30005773445.69372,0
btc,Bitcoin,05-09-2024,57987.84601410068,1144983177152.221,37550380696.7459,0
btc,Bitcoin,04-09-2024,57504.53858622044,1137361604370.578,26829983370.35861,1
btc,Bitcoin,03-09-2024,59108.73235863689,1168410293915.9832,28012782290.96625,0
btc,Bitcoin,02-09-2024,57357.71617282246,1133133027660.6194,25465621877.97047,1
btc,Bitcoin,01-09-2024,58960.23658664587,1164278309271.2642,11399086336.303324,0
btc,Bitcoin,31-08-2024,59156.24603646356,1168247205700.9673,44038496614.94759,0
btc,Bitcoin,30-08-2024,59351.5794909728,1171762256043.917,32563333956.986053,0
btc,Bitcoin,29-08-2024,59015.29633887944,1166032395735.947,42018989572.42786,1
btc,Bitcoin,28-08-2024,59526.560879590994,1176762244308.0742,38131727427.91789,0
btc,Bitcoin,27-08-2024,62922.58634676265,1242487823611.2612,17894692681.091812,0
btc,Bitcoin,26-08-2024,64265.81631272862,1269291077270.1145,17875230147.044323,0
btc,Bitcoin,25-08-2024,64157.1606134782,1264961887998.9824,22029153446.35436,1
btc,Bitcoin,24-08-2024,64049.68561555576,1261916434075.0183,45038665759.42134,1
btc,Bitcoin,23-08-2024,60387.54062321362,1192308382713.838,28170302505.847404,1
btc,Bitcoin,22-08-2024,61144.68762866613,1207099049402.5117,32960965010.60808,0
btc,Bitcoin,21-08-2024,59060.12610074137,1166088863323.0896,31470716090.619144,1
btc,Bitcoin,20-08-2024,59574.94581294088,1176063402361.815,24031330179.258957,0
btc,Bitcoin,19-08-2024,58438.29374268541,1156217205294.1643,17656027563.72502,1
btc,Bitcoin,18-08-2024,59430.79163445865,1173270497431.1711,12467437134.05582,0
btc,Bitcoin,17-08-2024,58881.92579151217,1162716063850.1133,30368238897.20717,1
btc,Bitcoin,16-08-2024,57624.11692852191,1137141836825.8655,33490251842.381622,1
btc,Bitcoin,15-08-2024,58739.19382231015,1159479277227.7532,28079911397.67297,0
btc,Bitcoin,14-08-2024,60601.22317789727,1195798013190.8457,31955576195.24629,0
btc,Bitcoin,13-08-2024,59350.07433270696,1171441797233.8909,39403296385.84335,1
btc,Bitcoin,12-08-2024,58804.23449992608,1159146815397.6223,21715994493.45689,1
btc,Bitcoin,11-08-2024,60887.70861641504,1201818989571.278,13418919090.197285,0
btc,Bitcoin,10-08-2024,60912.588533350805,1198300504959.2505,33804208928.47938,0
btc,Bitcoin,09-08-2024,61859.03159904161,1218342891278.6091,49201548320.290726,0
btc,Bitcoin,08-08-2024,55099.95181146735,1088566703585.4304,41605918903.41173,1
btc,Bitcoin,07-08-2024,55959.84107399357,1104019419316.6863,52620100833.47091,0
btc,Bitcoin,06-08-2024,53956.26184159744,1064889039013.8289,120245972389.37172,1
btc,Bitcoin,05-08-2024,58006.206586686734,1147854905921.6433,33664501541.451115,0
btc,Bitcoin,04-08-2024,60738.7449250574,1197962170718.7737,32885545023.712654,0
btc,Bitcoin,03-08-2024,61407.29547397454,1211854070245.47,39004321616.3716,0
btc,Bitcoin,02-08-2024,65357.52960767435,1289157073527.528,38911302447.60912,0
btc,Bitcoin,01-08-2024,64679.77864703252,1275401473742.0508,31403681581.19408,1
btc,Bitcoin,31-07-2024,66219.05102486102,1306758338817.987,28892376510.689587,0
btc,Bitcoin,30-07-2024,66770.32091848266,1317581413497.2551,42529043667.45024,0
btc,Bitcoin,29-07-2024,68242.2474440493,1346263382369.5552,17175244020.36542,0
btc,Bitcoin,28-07-2024,68055.40838968738,1342889431798.832,30976752616.761925,1
btc,Bitcoin,27-07-2024,67920.2964857025,1339927966898.6016,30821370069.20628,1
btc,Bitcoin,26-07-2024,65749.96361965332,1297125144853.139,35836896135.542854,1
btc,Bitcoin,25-07-2024,65403.53513022529,1290447066028.3152,28680123269.715443,1
btc,Bitcoin,24-07-2024,65942.41746522837,1300963591115.5374,36100536095.18872,0
btc,Bitcoin,23-07-2024,67607.71339918874,1333201881091.7786,43157593651.80313,0
btc,Bitcoin,22-07-2024,68088.13996324532,1343346742483.077,27078771827.95196,0
btc,Bitcoin,21-07-2024,67206.06470614894,1325658979467.9998,17353396168.041622,1
btc,Bitcoin,20-07-2024,66689.54880734957,1316147398343.7175,36994610752.230415,1
btc,Bitcoin,19-07-2024,63959.56900809379,1261456293182.2588,25976148878.632156,1
btc,Bitcoin,18-07-2024,64136.31384360687,1266016458007.3477,33459451713.593426,0
btc,Bitcoin,17-07-2024,65162.23625234354,1284899538175.1812,40914441633.09575,0
btc,Bitcoin,16-07-2024,64835.48973321571,1277806993830.5176,37810068492.86247,1
btc,Bitcoin,15-07-2024,60942.32773996293,1204059167828.704,21295520563.65442,1
btc,Bitcoin,14-07-2024,59152.71913887286,1168371787725.7102,16765547593.243273,1
btc,Bitcoin,13-07-2024,57899.28895749592,1141567375406.1943,25504482306.19897,1
btc,Bitcoin,12-07-2024,57388.19247916668,1130276546536.143,29196653598.752663,1
btc,Bitcoin,11-07-2024,57704.20228446288,1139350681822.5857,25987656347.278587,0
btc,Bitcoin,10-07-2024,57988.30351208401,1144794688186.9604,28413854577.26276,0
btc,Bitcoin,09-07-2024,56665.14073352028,1117615464651.686,41614266908.30467,1
btc,Bitcoin,08-07-2024,55880.3753776708,1100452083927.7026,20211914621.326435,1
btc,Bitcoin,07-07-2024,58230.4841542266,1147176330416.144,21293913670.91997,0
btc,Bitcoin,06-07-2024,56739.86285107204,1118490666778.4585,60081357583.2773,1
btc,Bitcoin,05-07-2024,57189.17412408636,1130121668991.0515,43112005394.93119,0
btc,Bitcoin,04-07-2024,60244.68076433092,1186937170314.9272,30348692427.02443,0
btc,Bitcoin,03-07-2024,62042.5650371006,1222901857941.0586,18100530101.689423,0
btc,Bitcoin,02-07-2024,62819.82226921849,1238799172479.871,25573074910.68969,0
btc,Bitcoin,01-07-2024,62734.39383945474,1236676710888.4822,17373592048.120487,1
btc,Bitcoin,30-06-2024,60864.44316193428,1199792912680.844,11435110883.886797,1
btc,Bitcoin,29-06-2024,60317.09697945116,1189569860170.9426,24399416695.150173,1
btc,Bitcoin,28-06-2024,61562.64532550036,1213931985719.8025,18855138893.067604,0
btc,Bitcoin,27-06-2024,60749.89619402014,1198205485427.564,22908540918.971207,1
btc,Bitcoin,26-06-2024,61770.41387009536,1217935012739.8113,21105562261.648533,0
btc,Bitcoin,25-06-2024,60363.23497529626,1188964670369.4043,42036553106.89028,1
btc,Bitcoin,24-06-2024,63221.35738437477,1248188877658.2324,10748270931.518738,0
btc,Bitcoin,23-06-2024,64239.90348813148,1266336092890.8738,6340606686.24879,0
btc,Bitcoin,22-06-2024,64071.624284709695,1263258746635.2896,24694310198.90943,1
btc,Bitcoin,21-06-2024,64844.67441797763,1279317116821.3782,26001551474.84426,0
btc,Bitcoin,20-06-2024,64907.07460760319,1278699763341.0725,21680698980.889107,0
btc,Bitcoin,19-06-2024,65109.31481219048,1282295865979.065,41386972050.31837,0
btc,Bitcoin,18-06-2024,66460.38897909952,1309329377372.7744,29409728999.276093,0
btc,Bitcoin,17-06-2024,66615.53782131766,1313849391756.9756,12650130203.722813,0
btc,Bitcoin,16-06-2024,66190.4874891135,1304370314917.9756,13472726244.723091,1
btc,Bitcoin,15-06-2024,66011.07873713733,1301949410096.3496,27966992832.749638,1
btc,Bitcoin,14-06-2024,66700.31696564378,1317161415434.6978,29654777884.381138,0
btc,Bitcoin,13-06-2024,68224.51967501991,1345244310606.6863,36027809551.45211,0
btc,Bitcoin,12-06-2024,67329.15232724321,1327665028180.276,38513044382.60802,1
btc,Bitcoin,11-06-2024,69493.17760915738,1369378888543.5315,19335866773.67523,0
btc,Bitcoin,10-06-2024,69654.16073760358,1372556186704.501,10461044041.080194,0
btc,Bitcoin,09-06-2024,69315.1041233966,1366065699664.3162,10688301508.476225,1
btc,Bitcoin,08-06-2024,69325.36238847222,1366366925856.506,18597495569.911568,0
btc,Bitcoin,07-06-2024,70759.58819301432,1394881646977.521,23612879689.560955,0
btc,Bitcoin,06-06-2024,71184.59943059199,1400297735227.1963,32560403314.989147,0
btc,Bitcoin,05-06-2024,70600.01116676089,1390853496950.4385,31561053725.144592,1
btc,Bitcoin,04-06-2024,68808.29368590549,1355484820107.0864,29862293749.910686,1
btc,Bitcoin,03-06-2024,67740.01690222476,1335930570689.7126,16137350587.750422,1
btc,Bitcoin,02-06-2024,67704.32641811523,1333649555935.3523,10724053324.55672,1
btc,Bitcoin,01-06-2024,67474.95483698409,1331606411822.8157,19685305476.45948,1
btc,Bitcoin,31-05-2024,68372.49288434093,1346147846430.124,25344376897.716885,0
btc,Bitcoin,30-05-2024,67577.26558995963,1331734029835.3335,24320692137.62038,1
btc,Bitcoin,29-05-2024,68316.63588049631,1347542673428.3018,31278122196.185,0
btc,Bitcoin,28-05-2024,69367.23871755725,1366931305389.0393,18983806932.464344,0
btc,Bitcoin,27-05-2024,68508.83110875699,1349351520129.172,11243743771.147911,1
btc,Bitcoin,26-05-2024,69268.44558973772,1363997851294.8164,15929396750.116022,0
btc,Bitcoin,25-05-2024,68539.91646552991,1350764328536.3708,28127411967.182774,1
btc,Bitcoin,24-05-2024,67906.46534276106,1336347300306.381,39235702119.25446,1
btc,Bitcoin,23-05-2024,69181.20085677762,1362228629448.754,31059440495.91766,0
btc,Bitcoin,22-05-2024,70189.8358177002,1382275470797.567,41105056578.01701,0
btc,Bitcoin,21-05-2024,71430.29700215145,1406288649446.611,35923476641.4359,0
btc,Bitcoin,20-05-2024,66252.71259591613,1304727108597.6987,9072734600.009218,1
btc,Bitcoin,19-05-2024,66912.61861403697,1319928522881.6436,13025487675.845127,0
btc,Bitcoin,18-05-2024,67053.12326509564,1319238394090.13,25397793918.99353,0
btc,Bitcoin,17-05-2024,65260.879803346186,1286278919684.0835,29114585833.34968,1
btc,Bitcoin,16-05-2024,66220.51831432826,1307048849176.4167,38101793065.15294,0
btc,Bitcoin,15-05-2024,61569.1130057734,1212998352772.157,21581895152.31416,1
btc,Bitcoin,14-05-2024,62878.783300729294,1238994152713.125,27740460083.60181,0
btc,Bitcoin,13-05-2024,61507.05400412135,1211277523448.5786,13045696108.912676,1
btc,Bitcoin,12-05-2024,60776.97207917213,1197102943502.234,12120618802.065384,1
btc,Bitcoin,11-05-2024,60888.21674957157,1199393711200.297,23987518755.480534,0
btc,Bitcoin,10-05-2024,63148.59994309703,1240910691253.6274,25837724247.550423,0
btc,Bitcoin,09-05-2024,61215.50400879193,1203918522476.5403,20303831135.373127,1
btc,Bitcoin,08-05-2024,62363.057191718624,1229336706399.346,19925137720.849453,0
btc,Bitcoin,07-05-2024,63172.48129551341,1244417948315.7583,17917770174.27797,0
btc,Bitcoin,06-05-2024,64010.00865210892,1259667234461.2874,18115695040.201984,0
btc,Bitcoin,05-05-2024,63820.451902924986,1257549583083.3145,20510614461.479218,1
btc,Bitcoin,04-05-2024,62839.34073569376,1239817041554.716,33591665812.212437,1
btc,Bitcoin,03-05-2024,59135.1733607733,1164721402399.166,28255509745.49032,1
btc,Bitcoin,02-05-2024,58297.57407532549,1151677489315.1536,51109380171.69261,1
btc,Bitcoin,01-05-2024,60749.47209216387,1197773959985.8767,39533113322.04938,0
btc,Bitcoin,30-04-2024,63797.67963589958,1257159131219.0603,27242983698.21234,0
btc,Bitcoin,29-04-2024,63030.433616681854,1240724751365.882,16180294651.046637,1
btc,Bitcoin,28-04-2024,63517.248743409626,1249495302303.4912,19190483386.063877,0
btc,Bitcoin,27-04-2024,63802.330049258766,1255539337969.4695,23302057197.88468,0
btc,Bitcoin,26-04-2024,64486.183359158975,1269387456067.624,24705345525.57077,0
btc,Bitcoin,25-04-2024,64279.51812857524,1265541377860.928,30939903322.025894,1
btc,Bitcoin,24-04-2024,66406.95244392671,1306843409278.049,23232230785.20184,0
btc,Bitcoin,23-04-2024,66841.66685207361,1317058642854.2856,27748586313.20611,0
btc,Bitcoin,22-04-2024,64936.4207567739,1279763566407.3762,19592118541.18973,1
btc,Bitcoin,21-04-2024,64894.41869109179,1277940837359.7852,16601830590.687475,1
btc,Bitcoin,20-04-2024,63988.818471785664,1263308149913.607,52227787323.81757,1
btc,Bitcoin,19-04-2024,63461.59269510717,1249565911947.3347,35901618166.42319,1
btc,Bitcoin,18-04-2024,61328.89798860725,1207185042484.4346,41123362075.93534,1
btc,Bitcoin,17-04-2024,63720.501587480736,1253670904297.4917,42157169474.39519,0
btc,Bitcoin,16-04-2024,63430.5714573684,1247928896840.997,42796604938.03423,1
btc,Bitcoin,15-04-2024,65752.66004728881,1293286386553.3967,40292911692.95434,0
btc,Bitcoin,14-04-2024,64404.82548907413,1270009515097.3306,49214481480.20075,1
btc,Bitcoin,13-04-2024,67252.10504226631,1321648247460.1611,43471949726.09197,0
btc,Bitcoin,12-04-2024,70106.66413070948,1379324055321.196,30118549149.510494,0
btc,Bitcoin,11-04-2024,70527.88997578963,1387722485989.3584,38378062633.13138,0
btc,Bitcoin,10-04-2024,69158.64381207665,1361830648708.6648,36488482038.859055,1
btc,Bitcoin,09-04-2024,71624.18486236996,1410324678268.6392,33111949671.02105,0
btc,Bitcoin,08-04-2024,69401.97360911008,1367272232852.0764,17935478429.01022,1
btc,Bitcoin,07-04-2024,69000.6499164776,1358548956714.714,19119438138.850822,1
btc,Bitcoin,06-04-2024,67978.61023408506,1337452583876.3916,35132808695.80448,1
btc,Bitcoin,05-04-2024,68542.17715279506,1348455954443.3696,37516850709.63811,0
btc,Bitcoin,04-04-2024,66123.938539074,1301670235623.7266,35559952961.797325,1
btc,Bitcoin,03-04-2024,65440.41922587159,1288360536576.547,45161133992.09071,1
btc,Bitcoin,02-04-2024,69785.92503802372,1373784286061.3486,36040088988.53872,0
btc,Bitcoin,01-04-2024,71246.95144060145,1401370211582.3662,19723005998.21497,0
btc,Bitcoin,31-03-2024,69702.3087473573,1370247487960.0945,16408802301.837433,1
btc,Bitcoin,30-03-2024,69919.05546148612,1374646886107.8396,25785951735.48569,0
btc,Bitcoin,29-03-2024,70710.19534863312,1390869723348.0437,30455289338.47621,0
btc,Bitcoin,28-03-2024,69435.75040305211,1360261687784.1018,41441040887.822266,1
btc,Bitcoin,27-03-2024,70082.05122475982,1375728580463.2524,36257324508.56845,0
btc,Bitcoin,26-03-2024,69938.94530200244,1371797489739.3416,44820310272.64752,1
btc,Bitcoin,25-03-2024,67310.98326810106,1323456466317.511,28098318940.431744,1
btc,Bitcoin,24-03-2024,64285.80279102199,1264722355270.5166,25489933245.68756,1
btc,Bitcoin,23-03-2024,63509.04496523133,1247366367469.2778,42436600223.53738,1
btc,Bitcoin,22-03-2024,65535.97844847657,1287348061971.4202,48393664548.05336,0
btc,Bitcoin,21-03-2024,67819.05570684028,1332594162507.5205,70836803714.91411,0
btc,Bitcoin,20-03-2024,62132.51737873437,1223867418062.399,80179417876.47993,1
btc,Bitcoin,19-03-2024,67708.94360930806,1331771923948.0378,51101822566.75771,0
btc,Bitcoin,18-03-2024,68425.41565643054,1344508983079.8567,47190980586.56393,0
btc,Bitcoin,17-03-2024,65292.31329331289,1282404282863.459,49265436012.59228,1
btc,Bitcoin,16-03-2024,69497.7631929463,1367669237527.8738,81204427005.22603,0
btc,Bitcoin,15-03-2024,71420.03180142345,1403843488135.24,63073551321.74747,0
btc,Bitcoin,14-03-2024,73097.76702694128,1436631290571.5388,51906601043.53671,0
btc,Bitcoin,13-03-2024,71467.17350326062,1403692914139.1924,64599341551.27301,1
btc,Bitcoin,12-03-2024,72130.55300765681,1417772589113.952,66653067165.93465,0
btc,Bitcoin,11-03-2024,69075.66688195744,1357390358031.5388,36660543917.16198,1
btc,Bitcoin,10-03-2024,68508.0039626159,1346027264110.4956,21359706190.81524,1
btc,Bitcoin,09-03-2024,68315.25192078314,1340971395884.519,63346588227.32869,1
btc,Bitcoin,08-03-2024,66944.87639053575,1317508010581.0813,48853892626.0196,1
btc,Bitcoin,07-03-2024,66145.91927850846,1297845751759.601,73151905042.04068,1
btc,Bitcoin,06-03-2024,64291.536557569496,1264870242318.5977,96403762012.66058,1
btc,Bitcoin,05-03-2024,68186.64593432152,1333913436699.1726,74551714626.1156,0
btc,Bitcoin,04-03-2024,63053.10543906421,1236312176673.4497,27108369390.44353,1
btc,Bitcoin,03-03-2024,62067.86680212177,1219383305483.4983,25198213831.25236,1
btc,Bitcoin,02-03-2024,62426.64052919186,1227712629022.1812,36699193361.155365,0
btc,Bitcoin,01-03-2024,61298.21686110162,1206725326872.1362,67692687247.36391,1
btc,Bitcoin,29-02-2024,62558.58202419311,1225273849241.6978,87218855804.01622,0
btc,Bitcoin,28-02-2024,57003.52673730811,1118963733317.3013,51983799587.1939,1
btc,Bitcoin,27-02-2024,54478.19108312296,1071049856128.8474,35407941475.56789,1
btc,Bitcoin,26-02-2024,51751.88405493456,1016549456019.3264,15455098216.48263,1
btc,Bitcoin,25-02-2024,51553.096712831146,1012485917140.1924,15528276123.53668,1
btc,Bitcoin,24-02-2024,50841.081094770896,999139504635.63,22637679779.741,1
